# timestamp tx ty tz qx qy qz qw
1766983276.299883 -148.381119 -307.754059 74.825211 -0.415055 0.560399 0.405842 0.590740
1766983276.399980 -150.358780 -306.878601 74.828903 -0.412353 0.558076 0.407933 0.593385
1766983276.499830 -152.347305 -305.993835 74.816063 -0.413101 0.562494 0.405863 0.590105
1766983276.599915 -154.354630 -305.137299 74.791428 -0.413269 0.565643 0.405076 0.587512
1766983276.699995 -156.356247 -304.279236 74.765228 -0.413180 0.567650 0.403728 0.586565
1766983276.799823 -158.379166 -303.398834 74.737900 -0.414136 0.568767 0.400749 0.586852
1766983276.899934 -160.372711 -302.563873 74.707779 -0.415132 0.569083 0.398179 0.587590
1766983276.999894 -162.340790 -301.737640 74.673401 -0.414589 0.568262 0.397940 0.588930
1766983277.099979 -164.334503 -300.891205 74.635445 -0.414014 0.568683 0.397602 0.589156
1766983277.199812 -166.321060 -300.001556 74.597908 -0.414701 0.570808 0.397045 0.586989
1766983277.299891 -168.320312 -299.157593 74.553658 -0.411581 0.568567 0.399154 0.589922
1766983277.399984 -170.352188 -298.275909 74.499763 -0.410495 0.567602 0.400839 0.590466
1766983277.499814 -172.404968 -297.399017 74.449974 -0.412025 0.568596 0.401535 0.587966
1766983277.599892 -174.423325 -296.521576 74.416290 -0.414760 0.570254 0.399910 0.585539
1766983277.699985 -176.425552 -295.662994 74.376244 -0.419615 0.571783 0.397055 0.582524
1766983277.799839 -178.412994 -294.825562 74.340645 -0.424530 0.574912 0.395128 0.577169
1766983277.899931 -180.361404 -293.964935 74.298180 -0.424829 0.573281 0.397860 0.576695
1766983277.999884 -182.358170 -293.091736 74.258507 -0.423896 0.573711 0.398228 0.576699
1766983278.099978 -184.330795 -292.251404 74.227966 -0.424728 0.573868 0.399790 0.574848
1766983278.199822 -186.300385 -291.412537 74.184120 -0.422338 0.572881 0.402925 0.575404
1766983278.299919 -188.242065 -290.601562 74.132805 -0.416901 0.568672 0.405893 0.581426
1766983278.399899 -190.235977 -289.791809 74.095474 -0.414901 0.567692 0.405640 0.583986
1766983278.499877 -192.236496 -288.974915 74.070854 -0.415081 0.571348 0.402311 0.582594
1766983278.599959 -194.245071 -288.186432 74.048798 -0.415752 0.575559 0.399740 0.579733
1766983278.699805 -196.261993 -287.467834 74.031952 -0.410870 0.573999 0.400604 0.584147
1766983278.799896 -198.289185 -286.735443 74.002518 -0.408223 0.573373 0.401372 0.586088
1766983278.899982 -200.264206 -285.939850 73.974533 -0.406759 0.573654 0.402297 0.586196
1766983278.999822 -202.218079 -285.164215 73.947182 -0.406000 0.575506 0.401688 0.585324
1766983279.099911 -204.179794 -284.365295 73.923004 -0.407752 0.578144 0.399692 0.582867
1766983279.199876 -206.130905 -283.617126 73.894829 -0.407205 0.577268 0.400118 0.583825
1766983279.299960 -208.088531 -282.891266 73.873825 -0.406694 0.577345 0.401135 0.583407
1766983279.399811 -210.026733 -282.161987 73.844482 -0.408037 0.581753 0.398290 0.580029
1766983279.499902 -212.018570 -281.425720 73.805367 -0.410137 0.584498 0.395026 0.578018
1766983279.599998 -214.031219 -280.663422 73.775673 -0.411663 0.588805 0.392162 0.574500
1766983279.699842 -216.010864 -279.887421 73.736214 -0.414192 0.596639 0.387033 0.568043
1766983279.799952 -217.981689 -279.108032 73.702499 -0.416221 0.599563 0.383742 0.565708
1766983279.899782 -219.959351 -278.387817 73.653069 -0.416609 0.596840 0.383813 0.568249
1766983279.999997 -221.919601 -277.670929 73.612633 -0.415403 0.594503 0.384519 0.571097
1766983280.099833 -223.846375 -276.899567 73.573219 -0.413453 0.593082 0.384300 0.574129
1766983280.199920 -225.775482 -276.138519 73.516953 -0.413112 0.594572 0.382339 0.574142
1766983280.299998 -227.751938 -275.410980 73.457443 -0.410393 0.594882 0.382810 0.575456
1766983280.399831 -229.772385 -274.678955 73.415482 -0.405005 0.592519 0.385420 0.579952
1766983280.499918 -231.775192 -273.871643 73.363503 -0.400027 0.590965 0.388117 0.583185
1766983280.599890 -233.761810 -273.077301 73.297379 -0.398895 0.590925 0.388937 0.583454
1766983280.699986 -235.732773 -272.329956 73.210884 -0.397520 0.592721 0.388892 0.582600
1766983280.799836 -237.649673 -271.605133 73.128929 0.394360 -0.593935 -0.393174 -0.580634
1766983280.899927 -239.630066 -270.831604 73.070236 -0.390184 0.592966 0.398439 0.580857
1766983280.999887 -241.563522 -270.079742 73.011337 -0.388803 0.591548 0.401394 0.581194
1766983281.099971 -243.520081 -269.345032 72.944412 -0.390334 0.590310 0.402259 0.580828
1766983281.199814 -245.459946 -268.670776 72.899345 -0.392202 0.587769 0.403051 0.581597
1766983281.299910 -247.408371 -267.987244 72.878265 -0.394510 0.584385 0.403935 0.582831
1766983281.399890 -249.335999 -267.272400 72.870636 -0.395340 0.580575 0.408065 0.583201
1766983281.499974 -251.325623 -266.558105 72.854713 -0.395610 0.578163 0.411764 0.582813
1766983281.599811 -253.280350 -265.856964 72.844910 -0.396626 0.575983 0.415432 0.581677
1766983281.699895 -255.249466 -265.148834 72.845482 -0.399363 0.574613 0.417841 0.579429
1766983281.799984 -257.265717 -264.448029 72.845787 -0.403696 0.573571 0.419024 0.576598
1766983281.899813 -259.242645 -263.752777 72.834511 -0.404889 0.568560 0.423944 0.577128
1766983281.999901 -261.223389 -263.042236 72.836319 -0.407946 0.563891 0.429467 0.575469
1766983282.099880 -263.217834 -262.330353 72.833168 -0.412370 0.561464 0.432253 0.572596
1766983282.199983 -265.236542 -261.537689 72.844154 -0.417664 0.558815 0.433903 0.570097
1766983282.299810 -267.249878 -260.807709 72.844604 -0.421771 0.554399 0.435233 0.570371
1766983282.399900 -269.297668 -260.090942 72.834396 -0.425649 0.550562 0.436741 0.570054
1766983282.499992 -271.374115 -259.371613 72.826866 -0.430669 0.550379 0.436654 0.566517
1766983282.599849 -273.462830 -258.680756 72.807610 -0.434383 0.550671 0.437568 0.562679
1766983282.699932 -275.498596 -258.040314 72.758583 -0.436478 0.551505 0.439109 0.559028
1766983282.799888 -277.577026 -257.381714 72.720871 -0.437653 0.550994 0.440421 0.557580
1766983282.899971 -279.612518 -256.719482 72.676964 -0.442015 0.553861 0.437011 0.553969
1766983282.999814 -281.631683 -256.030823 72.629669 -0.454461 0.568747 0.423594 0.539038
